x,y,label,showSelected,PANEL,group
0.811010288304243,0.0454545454545454,Gene.symbol = Pdlim1,Pdlim1,1,6828
0.811010288304243,0.0454545454545454,Gene.symbol = Enpp1,Enpp1,1,3579
0.811010288304243,0.0454545454545454,Gene.symbol = Col6a3,Col6a3,1,2668
0.811010288304243,0.0454545454545454,Gene.symbol = Meis2,Meis2,1,5835
0.811010288304243,0.0454545454545454,Gene.symbol = Pde3b,Pde3b,1,6805
0.811010288304243,0.0454545454545454,Gene.symbol = Slc38a4,Slc38a4,1,8317
0.811010288304243,0.0454545454545454,Gene.symbol = Agtr2,Agtr2,1,1175
0.811010288304243,0.0454545454545454,Gene.symbol = Hdac9,Hdac9,1,4669
0.811010288304243,0.0454545454545454,Gene.symbol = Socs3,Socs3,1,8505
0.811010288304243,0.0454545454545454,Gene.symbol = Il33,Il33,1,4989
0.811010288304243,0.0454545454545454,Gene.symbol = 2210011C24Rik,2210011C24Rik,1,209
0.811010288304243,0.0454545454545454,Gene.symbol = Cdh2,Cdh2,1,2346
0.811010288304243,0.0454545454545454,Gene.symbol = Cda,Cda,1,2310
0.811010288304243,0.0454545454545454,Gene.symbol = Fn1,Fn1,1,3994
0.811010288304243,0.0454545454545454,Gene.symbol = Plvap,Plvap,1,7080
0.811010288304243,0.0454545454545454,Gene.symbol = Itga7,Itga7,1,5099
0.811010288304243,0.0454545454545454,Gene.symbol = Inhbb,Inhbb,1,5016
0.811010288304243,0.0454545454545454,Gene.symbol = Hoxc8,Hoxc8,1,4796
0.811010288304243,0.0454545454545454,Gene.symbol = Itpripl2,Itpripl2,1,5122
0.811010288304243,0.0454545454545454,Gene.symbol = Rgs4,Rgs4,1,7704
0.811010288304243,0.0454545454545454,Gene.symbol = Cap2,Cap2,1,2106
0.811010288304243,0.0454545454545454,Gene.symbol = Arhgap28,Arhgap28,1,1451
0.811010288304243,0.0454545454545454,Gene.symbol = Rian,Rian,1,7723
0.811010288304243,0.0454545454545454,Gene.symbol = Spsb1,Spsb1,1,8605
0.811010288304243,0.0454545454545454,Gene.symbol = Creld1,Creld1,1,2766
0.811010288304243,0.0454545454545454,Gene.symbol = Fam13c,Fam13c,1,3763
0.811010288304243,0.0454545454545454,Gene.symbol = Lsm12,Lsm12,1,5611
0.811010288304243,0.0454545454545454,Gene.symbol = Eno3,Eno3,1,3576
0.811010288304243,0.0454545454545454,Gene.symbol = Ccl2,Ccl2,1,2231
0.811010288304243,0.0454545454545454,Gene.symbol = A730054J21Rik,A730054J21Rik,1,913
0.811010288304243,0.0454545454545454,Gene.symbol = Kif26b,Kif26b,1,5264
0.811010288304243,0.0454545454545454,Gene.symbol = Ccdc122,Ccdc122,1,2182
0.811010288304243,0.0454545454545454,Gene.symbol = Sox21,Sox21,1,8528
0.811010288304243,0.0454545454545454,Gene.symbol = Sox11,Sox11,1,8524
0.811010288304243,0.0454545454545454,Gene.symbol = Arhgap29,Arhgap29,1,1452
0.811010288304243,0.0454545454545454,Gene.symbol = Car12,Car12,1,2118
0.811010288304243,0.0454545454545454,Gene.symbol = Slit2,Slit2,1,8386
0.811010288304243,0.0454545454545454,Gene.symbol = Thbd,Thbd,1,9009
0.811010288304243,0.0454545454545454,Gene.symbol = Gpm6b,Gpm6b,1,4486
0.811010288304243,0.0454545454545454,Gene.symbol = Parvb,Parvb,1,6730
0.811010288304243,0.0454545454545454,Gene.symbol = S100a16,S100a16,1,7911
0.811010288304243,0.0454545454545454,Gene.symbol = Ldhb,Ldhb,1,5430
0.811010288304243,0.0454545454545454,Gene.symbol = Nov,Nov,1,6430
0.811010288304243,0.0454545454545454,Gene.symbol = Mfap3l,Mfap3l,1,5868
0.811010288304243,0.0454545454545454,Gene.symbol = Cyp1b1,Cyp1b1,1,2900
0.811010288304243,0.0454545454545454,Gene.symbol = Dysf,Dysf,1,3397
0.811010288304243,0.0454545454545454,Gene.symbol = Adamtsl3,Adamtsl3,1,1096
0.811010288304243,0.0454545454545454,Gene.symbol = Slc6a6,Slc6a6,1,8354
0.811010288304243,0.0454545454545454,Gene.symbol = Arhgef28,Arhgef28,1,1470
0.811010288304243,0.0454545454545454,Gene.symbol = Alcam,Alcam,1,1254
0.811010288304243,0.0454545454545454,Gene.symbol = Ppp3ca,Ppp3ca,1,7222
0.811010288304243,0.0454545454545454,Gene.symbol = Slc43a3,Slc43a3,1,8332
0.811010288304243,0.0454545454545454,Gene.symbol = ,,1,1
0.811010288304243,0.0454545454545454,Gene.symbol = Artn,Artn,1,1525
0.811010288304243,0.0454545454545454,Gene.symbol = Cx3cl1,Cx3cl1,1,2874
0.811010288304243,0.0454545454545454,Gene.symbol = Klhdc8a,Klhdc8a,1,5294
0.811010288304243,0.0454545454545454,Gene.symbol = Gadd45a,Gadd45a,1,4118
0.811010288304243,0.0454545454545454,Gene.symbol = Lama4,Lama4,1,5387
0.811010288304243,0.0454545454545454,Gene.symbol = Gja1,Gja1,1,4224
0.811010288304243,0.0454545454545454,Gene.symbol = Hoxa11,Hoxa11,1,4779
0.811010288304243,0.0454545454545454,Gene.symbol = Slit3,Slit3,1,8387
0.811010288304243,0.0454545454545454,Gene.symbol = Emilin1,Emilin1,1,3558
0.811010288304243,0.0454545454545454,Gene.symbol = Igfbp6,Igfbp6,1,4941
0.811010288304243,0.0454545454545454,Gene.symbol = Sertad4,Sertad4,1,8089
0.811010288304243,0.0454545454545454,Gene.symbol = Pmaip1,Pmaip1,1,7090
0.811010288304243,0.0454545454545454,Gene.symbol = Il6st,Il6st,1,4995
0.811010288304243,0.0454545454545454,Gene.symbol = Prrx2,Prrx2,1,7319
0.811010288304243,0.0454545454545454,Gene.symbol = Man2a1,Man2a1,1,5687
0.811010288304243,0.0454545454545454,Gene.symbol = Clmp,Clmp,1,2579
0.811010288304243,0.0454545454545454,Gene.symbol = Pkp1,Pkp1,1,7002
0.811010288304243,0.0454545454545454,Gene.symbol = Plscr2,Plscr2,1,7077
0.811010288304243,0.0454545454545454,Gene.symbol = Nr4a2,Nr4a2,1,6458
0.811010288304243,0.0454545454545454,Gene.symbol = Gsta4,Gsta4,1,4571
0.811010288304243,0.0454545454545454,Gene.symbol = Nfkbie,Nfkbie,1,6339
0.811010288304243,0.0454545454545454,Gene.symbol = E430024C06Rik///A130040M12Rik///3930401B19Rik,E430024C06Rik///A130040M12Rik///3930401B19Rik,1,3426
0.811010288304243,0.0454545454545454,Gene.symbol = Vldlr,Vldlr,1,9742
0.811010288304243,0.0454545454545454,Gene.symbol = Hpse,Hpse,1,4807
0.811010288304243,0.0454545454545454,Gene.symbol = Itga3,Itga3,1,5095
0.811010288304243,0.0454545454545454,Gene.symbol = Foxc2,Foxc2,1,4017
0.811010288304243,0.0454545454545454,Gene.symbol = Sod3,Sod3,1,8511
0.811010288304243,0.0454545454545454,Gene.symbol = Khdrbs3,Khdrbs3,1,5244
0.811010288304243,0.0454545454545454,Gene.symbol = Thbs1,Thbs1,1,9010
0.811010288304243,0.0454545454545454,Gene.symbol = Fez1,Fez1,1,3930
0.811010288304243,0.0454545454545454,Gene.symbol = Rragd,Rragd,1,7862
0.811010288304243,0.0454545454545454,Gene.symbol = Lmcd1,Lmcd1,1,5501
0.811010288304243,0.0454545454545454,Gene.symbol = Ces1g,Ces1g,1,2451
0.811010288304243,0.0454545454545454,Gene.symbol = Zfp618,Zfp618,1,10108
0.811010288304243,0.0454545454545454,Gene.symbol = Otx1,Otx1,1,6642
0.811010288304243,0.0454545454545454,Gene.symbol = Hspa13,Hspa13,1,4837
0.811010288304243,0.0454545454545454,Gene.symbol = Sox6,Sox6,1,8533
0.811010288304243,0.0454545454545454,Gene.symbol = Lypd6,Lypd6,1,5639
0.811010288304243,0.0454545454545454,Gene.symbol = Ly75,Ly75,1,5636
0.811010288304243,0.0454545454545454,Gene.symbol = Tgfb3,Tgfb3,1,8995
0.811010288304243,0.0454545454545454,Gene.symbol = Igfbp2,Igfbp2,1,4937
0.811010288304243,0.0454545454545454,Gene.symbol = Chst1,Chst1,1,2517
0.811010288304243,0.0454545454545454,Gene.symbol = B3gnt9,B3gnt9,1,1718
0.811010288304243,0.0454545454545454,Gene.symbol = Matn2,Matn2,1,5759
0.811010288304243,0.0454545454545454,Gene.symbol = Fndc3a,Fndc3a,1,4001
0.811010288304243,0.0454545454545454,Gene.symbol = Acsl6,Acsl6,1,1054
0.811010288304243,0.0454545454545454,Gene.symbol = Efnb2,Efnb2,1,3473
0.811010288304243,0.0454545454545454,Gene.symbol = Six1,Six1,1,8197
0.811010288304243,0.0454545454545454,Gene.symbol = Vcam1,Vcam1,1,9723
0.811010288304243,0.0454545454545454,Gene.symbol = Ahr,Ahr,1,1182
0.811010288304243,0.0454545454545454,Gene.symbol = St3gal6,St3gal6,1,8677
0.811010288304243,0.0454545454545454,Gene.symbol = Mtm1,Mtm1,1,6089
0.811010288304243,0.0454545454545454,Gene.symbol = Ppargc1a,Ppargc1a,1,7167
0.811010288304243,0.0454545454545454,Gene.symbol = Igf2bp3,Igf2bp3,1,4935
0.811010288304243,0.0454545454545454,Gene.symbol = Ckb,Ckb,1,2538
0.811010288304243,0.0454545454545454,Gene.symbol = Fbln5,Fbln5,1,3882
0.811010288304243,0.0454545454545454,Gene.symbol = Itgb3bp,Itgb3bp,1,5107
0.811010288304243,0.0454545454545454,Gene.symbol = Tspan12,Tspan12,1,9445
0.811010288304243,0.0454545454545454,Gene.symbol = Id3,Id3,1,4886
0.811010288304243,0.0454545454545454,Gene.symbol = St8sia2,St8sia2,1,8682
0.811010288304243,0.0454545454545454,Gene.symbol = Col6a2,Col6a2,1,2667
0.811010288304243,0.0454545454545454,Gene.symbol = Sytl2,Sytl2,1,8825
0.811010288304243,0.0454545454545454,Gene.symbol = Slc9a3r1,Slc9a3r1,1,8367
0.811010288304243,0.0454545454545454,Gene.symbol = Kitl,Kitl,1,5277
0.811010288304243,0.0454545454545454,Gene.symbol = Antxr1,Antxr1,1,1358
0.811010288304243,0.0454545454545454,Gene.symbol = Nes,Nes,1,6310
0.811010288304243,0.0454545454545454,Gene.symbol = Flrt2,Flrt2,1,3983
0.811010288304243,0.0454545454545454,Gene.symbol = Nuak1,Nuak1,1,6503
0.811010288304243,0.0454545454545454,Gene.symbol = Gypc,Gypc,1,4608
0.811010288304243,0.0454545454545454,Gene.symbol = Col5a2,Col5a2,1,2664
0.811010288304243,0.0454545454545454,Gene.symbol = Ccl7,Ccl7,1,2236
0.811010288304243,0.0454545454545454,Gene.symbol = Foxf1,Foxf1,1,4019
0.811010288304243,0.0454545454545454,Gene.symbol = Ctsl,Ctsl,1,2847
0.811010288304243,0.0454545454545454,Gene.symbol = Tmem223,Tmem223,1,9169
0.811010288304243,0.0454545454545454,Gene.symbol = Dsp,Dsp,1,3354
0.811010288304243,0.0454545454545454,Gene.symbol = Itm2a,Itm2a,1,5113
0.811010288304243,0.0454545454545454,Gene.symbol = Islr,Islr,1,5084
0.811010288304243,0.0454545454545454,Gene.symbol = Timp3,Timp3,1,9048
0.811010288304243,0.0454545454545454,Gene.symbol = Il1rl1,Il1rl1,1,4984
0.811010288304243,0.0454545454545454,Gene.symbol = Magohb,Magohb,1,5675
0.811010288304243,0.0454545454545454,Gene.symbol = Sepp1,Sepp1,1,8052
0.811010288304243,0.0454545454545454,Gene.symbol = Impact,Impact,1,5005
0.811010288304243,0.0454545454545454,Gene.symbol = Card10,Card10,1,2124
0.811010288304243,0.0454545454545454,Gene.symbol = Dtna,Dtna,1,3360
0.811010288304243,0.0454545454545454,Gene.symbol = Fam114a1,Fam114a1,1,3739
0.811010288304243,0.0454545454545454,Gene.symbol = Aldh2,Aldh2,1,1257
0.811010288304243,0.0454545454545454,Gene.symbol = Cxcl10,Cxcl10,1,2877
0.811010288304243,0.0454545454545454,Gene.symbol = Cav1,Cav1,1,2152
0.811010288304243,0.0454545454545454,Gene.symbol = Slc38a1,Slc38a1,1,8313
0.811010288304243,0.0454545454545454,Gene.symbol = Klf5,Klf5,1,5288
0.811010288304243,0.0454545454545454,Gene.symbol = Btc,Btc,1,1935
0.811010288304243,0.0454545454545454,Gene.symbol = Tnc,Tnc,1,9232
0.811010288304243,0.0454545454545454,Gene.symbol = Mylip,Mylip,1,6160
0.811010288304243,0.0454545454545454,Gene.symbol = Col4a5,Col4a5,1,2661
0.811010288304243,0.0454545454545454,Gene.symbol = Tpm2,Tpm2,1,9312
0.811010288304243,0.0454545454545454,Gene.symbol = Hs6st1,Hs6st1,1,4818
0.811010288304243,0.0454545454545454,Gene.symbol = Nfkb1,Nfkb1,1,6335
0.811010288304243,0.0454545454545454,Gene.symbol = Tenm4,Tenm4,1,8955
0.811010288304243,0.0454545454545454,Gene.symbol = Pcdh7,Pcdh7,1,6760
0.811010288304243,0.0454545454545454,Gene.symbol = Col6a1,Col6a1,1,2666
0.811010288304243,0.0454545454545454,Gene.symbol = Rims2,Rims2,1,7733
0.811010288304243,0.0454545454545454,Gene.symbol = Gjb3,Gjb3,1,4228
0.811010288304243,0.0454545454545454,Gene.symbol = Dpt,Dpt,1,3332
0.811010288304243,0.0454545454545454,Gene.symbol = Smim20,Smim20,1,8430
0.811010288304243,0.0454545454545454,Gene.symbol = Zfp422,Zfp422,1,10072
0.811010288304243,0.0454545454545454,Gene.symbol = Riok3,Riok3,1,7740
0.811010288304243,0.0454545454545454,Gene.symbol = Pparg,Pparg,1,7166
0.811010288304243,0.0454545454545454,Gene.symbol = Mest,Mest,1,5841
0.811010288304243,0.0454545454545454,Gene.symbol = Ccdc80,Ccdc80,1,2218
0.811010288304243,0.0454545454545454,Gene.symbol = Cdc42ep3,Cdc42ep3,1,2328
0.811010288304243,0.0454545454545454,Gene.symbol = Fam107b,Fam107b,1,3735
0.811010288304243,0.0454545454545454,Gene.symbol = Wisp1,Wisp1,1,9858
0.811010288304243,0.0454545454545454,Gene.symbol = Ptprk,Ptprk,1,7432
0.811010288304243,0.0454545454545454,Gene.symbol = Gm10567,Gm10567,1,4269
0.811010288304243,0.0454545454545454,Gene.symbol = Hspb6,Hspb6,1,4850
0.811010288304243,0.0454545454545454,Gene.symbol = Hoxa5,Hoxa5,1,4784
0.811010288304243,0.0454545454545454,Gene.symbol = 1700023H06Rik,1700023H06Rik,1,109
0.811010288304243,0.0454545454545454,Gene.symbol = Tanc2,Tanc2,1,8852
0.811010288304243,0.0454545454545454,Gene.symbol = Garem,Garem,1,4143
0.811010288304243,0.0454545454545454,Gene.symbol = Nacc2,Nacc2,1,6209
0.811010288304243,0.0454545454545454,Gene.symbol = F2r,F2r,1,3712
0.811010288304243,0.0454545454545454,Gene.symbol = Ism1,Ism1,1,5086
0.811010288304243,0.0454545454545454,Gene.symbol = Tln2,Tln2,1,9070
0.811010288304243,0.0454545454545454,Gene.symbol = Hoxb13,Hoxb13,1,4787
0.811010288304243,0.0454545454545454,Gene.symbol = Foxred2,Foxred2,1,4038
0.811010288304243,0.0454545454545454,Gene.symbol = Baiap2l1,Baiap2l1,1,1749
0.811010288304243,0.0454545454545454,Gene.symbol = Scara3,Scara3,1,7962
0.811010288304243,0.0454545454545454,Gene.symbol = Sesn3,Sesn3,1,8092
0.811010288304243,0.0454545454545454,Gene.symbol = Loxl4,Loxl4,1,5544
0.811010288304243,0.0454545454545454,Gene.symbol = Ccnb2,Ccnb2,1,2241
0.811010288304243,0.0454545454545454,Gene.symbol = Hist1h1c,Hist1h1c,1,4727
0.811010288304243,0.0454545454545454,Gene.symbol = Syt11,Syt11,1,8817
0.811010288304243,0.0454545454545454,Gene.symbol = Pctp,Pctp,1,6789
0.811010288304243,0.0454545454545454,Gene.symbol = Enpp2,Enpp2,1,3580
0.811010288304243,0.0454545454545454,Gene.symbol = Fam3c,Fam3c,1,3825
0.811010288304243,0.0454545454545454,Gene.symbol = Prkg2,Prkg2,1,7275
0.811010288304243,0.0454545454545454,Gene.symbol = Chst11,Chst11,1,2518
0.811010288304243,0.0454545454545454,Gene.symbol = Mecom,Mecom,1,5807
0.811010288304243,0.0454545454545454,Gene.symbol = Ttc39a,Ttc39a,1,9484
0.811010288304243,0.0454545454545454,Gene.symbol = Rgs16,Rgs16,1,7698
0.811010288304243,0.0454545454545454,Gene.symbol = Psd3,Psd3,1,7340
0.811010288304243,0.0454545454545454,Gene.symbol = Angptl4,Angptl4,1,1317
0.811010288304243,0.0454545454545454,Gene.symbol = Ssh3,Ssh3,1,8663
0.811010288304243,0.0454545454545454,Gene.symbol = Cd34,Cd34,1,2288
0.811010288304243,0.0454545454545454,Gene.symbol = Sbsn,Sbsn,1,7949
